City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
356,daru,-9.0763,143.2092,25.73,90,100,3.89,PG,1704675146
357,nynashamn,58.9034,17.9479,-11.05,89,11,4.22,SE,1704675147
358,natal,-5.795,-35.2094,28.12,69,40,4.12,BR,1704675066
359,atafu village,-8.5421,-172.5159,26.63,75,100,1.07,TK,1704675149
360,san antonio de pale,-1.4014,5.6325,27.14,78,8,3.32,GQ,1704675150
361,lijiang,26.8688,100.2207,0.6,57,0,1.77,CN,1704675151
362,yelizovo,53.1873,158.3805,-15.11,65,20,4.0,RU,1704675152
363,egilsstadir,65.2653,-14.3948,4.95,70,0,2.06,IS,1704675153
364,thohoyandou,-22.9456,30.485,20.39,62,5,1.29,ZA,1704675154
365,las veredas,23.1388,-109.7075,23.25,43,0,5.14,MX,1704675154
366,shimoda,34.6667,138.95,9.5,49,17,2.36,JP,1704675155
367,ponte de sor,39.2496,-8.0101,7.06,88,17,1.18,PT,1704675156
368,ambovombe,-25.1667,46.0833,23.31,92,0,2.76,MG,1704675157
369,wladyslawowo,54.7909,18.4009,-5.59,72,79,7.64,PL,1704675158
370,kabansk,52.0486,106.6528,-14.83,96,65,2.21,RU,1704675159
371,santa maria,-29.6842,-53.8069,25.61,89,0,0.0,BR,1704675159
372,phan rang-thap cham,11.5667,108.9833,24.69,67,100,2.99,VN,1704675160
373,rio branco,-9.9747,-67.81,25.34,94,0,0.0,BR,1704675161
374,mahina,-17.5065,-149.489,29.87,70,75,2.06,PF,1704675162
375,kidal,18.4411,1.4078,22.62,13,100,2.93,ML,1704675163
376,tralee,52.2704,-9.7026,1.87,94,7,3.15,IE,1704675164
377,kayangel,8.0823,134.7173,28.42,80,100,7.09,PW,1704675165
378,maych'ew,12.7875,39.5422,9.13,84,14,1.3,ET,1704675167
379,motygino,58.1831,94.7592,-32.9,100,100,0.45,RU,1704675168
380,hays,30.0502,-98.0336,15.16,64,1,4.02,US,1704675169
381,lindsdal,56.7333,16.3,-2.1,74,75,4.12,SE,1704675169
382,rabo de peixe,37.8,-25.5833,16.73,67,40,5.66,PT,1704675170
383,hengchun,22.0042,120.7439,20.8,69,37,9.16,TW,1704675171
384,bonanza,14.0289,-84.591,22.31,84,56,1.31,NI,1704675172
385,bontang,0.1333,117.5,25.99,85,100,3.43,ID,1704675172
386,whitefish,48.4111,-114.3376,-4.14,68,100,3.09,US,1704674587
387,dingcheng,32.1272,115.0394,4.06,73,100,2.68,CN,1704675175
388,asahikawa,43.7678,142.3703,-5.44,86,75,3.09,JP,1704675175
389,port hedland,-20.3167,118.5667,40.03,11,1,7.2,AU,1704675176
390,menzelinsk,55.7271,53.1026,-22.66,100,18,1.34,RU,1704675177
391,garissa,-0.4536,39.6401,25.66,73,10,3.97,KE,1704675177
392,isabela,6.7085,121.9711,30.03,78,100,2.72,PH,1704675178
393,road town,18.4167,-64.6167,25.05,69,5,6.45,VG,1704675179
394,bochum,51.4833,7.2167,-1.38,72,100,4.99,DE,1704675180
395,maroantsetra,-15.4333,49.7333,25.64,91,100,0.75,MG,1704675180
396,marsh harbour,26.5412,-77.0636,22.27,67,80,5.92,BS,1704675181
397,mana,5.6592,-53.7767,25.13,81,9,4.42,GF,1704675182
398,usol'ye,59.4268,56.6808,-27.22,98,100,2.89,RU,1704675183
399,tarawa,1.419,172.984,31.05,74,75,2.57,KI,1704675184
400,monticello,45.3055,-93.7941,-4.95,91,100,0.0,US,1704675073
401,pandan,14.0453,124.1694,26.13,88,88,7.42,PH,1704675186
402,jayapura,-2.5333,140.7,27.66,87,100,2.72,ID,1704675002
403,san julian,21.0167,-102.1667,13.49,60,98,3.38,MX,1704675188
404,horta,38.5333,-28.6333,15.57,76,59,5.36,PT,1704675189
405,flying fish cove,-10.4217,105.6791,25.82,94,100,3.09,CX,1704675190
406,gebeit,21.0667,36.3167,17.91,78,0,2.35,SD,1704675191
407,fulton,33.7668,-84.4499,5.8,74,0,2.06,US,1704675004
408,noumea,-22.2763,166.4572,29.44,99,96,7.36,NC,1704674876
409,okha,53.5739,142.9478,-24.02,93,97,4.23,RU,1704675194
410,inari,68.906,27.0288,-5.89,94,97,1.7,FI,1704675195
411,palghat,10.7833,76.65,24.1,98,100,3.25,IN,1704675195
412,san isidro de curuguaty,-24.5167,-55.7,26.77,53,0,1.65,PY,1704675197
413,richards bay,-28.783,32.0377,23.04,95,100,3.19,ZA,1704675198
414,tadine,-21.55,167.8833,27.62,73,50,4.73,NC,1704675199
415,usogorsk,63.4106,48.6872,-14.63,97,96,2.09,RU,1704675200
416,boguchany,58.3814,97.4531,-27.86,100,93,1.34,RU,1704675202
417,shingu,33.7333,135.9833,6.18,43,28,1.79,JP,1704675203
418,ancud,-41.8697,-73.8203,12.61,88,8,3.68,CL,1704675204
419,maragogi,-9.0122,-35.2225,25.47,81,0,3.24,BR,1704675205
420,santa marta,11.2408,-74.199,30.03,72,20,11.18,CO,1704675206
421,malango,-2.9627,119.9001,23.47,90,100,0.62,ID,1704675207
422,saint-joseph,-21.3667,55.6167,24.21,82,37,3.61,RE,1704675208
423,corumba,-19.0092,-57.6533,30.67,49,60,1.03,BR,1704675210
424,ta`u,-14.2336,-169.5144,28.29,78,55,5.05,AS,1704675211
425,ocean city,39.2776,-74.5746,6.01,75,16,4.47,US,1704675211
426,smara,26.7384,-11.6719,13.05,84,0,2.32,EH,1704675212
427,ostersund,63.1792,14.6357,-9.75,92,75,1.54,SE,1704675214
428,formosa,-26.1775,-58.1781,28.99,81,0,5.14,AR,1704675214
429,rio grande,-32.035,-52.0986,25.06,94,100,3.42,BR,1704675215
430,arraial do cabo,-22.9661,-42.0278,24.53,85,5,5.8,BR,1704675027
431,kasangulu,-4.5911,15.1708,25.49,94,100,1.14,CD,1704675217
432,bac lieu,9.285,105.7244,26.34,74,100,7.89,VN,1704675218
433,hasaki,35.7333,140.8333,5.22,43,0,5.29,JP,1704675219
434,gorgoram,12.6398,10.7039,19.05,14,0,3.83,NG,1704675220
435,thames,-37.1333,175.5333,21.81,66,71,2.32,NZ,1704675221
436,arkalyk,50.2486,66.9114,-1.75,96,100,12.44,KZ,1704675222
437,la foa,-21.7108,165.8276,28.47,65,93,2.91,NC,1704675223
438,xuanzhou,30.9525,118.7553,5.19,64,100,2.0,CN,1704675224
439,atimonan,13.9958,121.905,26.35,83,61,6.52,PH,1704675225
440,holmestrand,59.4876,10.3176,-15.63,84,55,1.91,NO,1704675225
441,condoto,5.0935,-76.6497,24.83,97,83,1.32,CO,1704675226
442,mora,11.0461,14.1401,18.65,21,7,1.58,CM,1704675227
443,baihe,22.15,107.2333,19.37,76,83,1.23,CN,1704675228
444,ende,-8.8432,121.6623,30.29,70,93,0.94,ID,1704675229
445,coyhaique,-45.5752,-72.0662,12.34,62,40,1.54,CL,1704675229
446,bainbridge,47.6262,-122.5212,5.71,90,100,0.45,US,1704675230
447,banjar,-8.19,114.9675,29.45,71,100,0.55,ID,1704675231
448,ixtapa,20.7,-105.2,24.57,73,100,3.09,MX,1704675232
449,malyye derbety,47.9547,44.6808,-4.49,63,100,6.32,RU,1704675233
450,albu kamal,34.45,40.9186,12.56,52,100,3.89,SY,1704675235
451,brookings,44.3114,-96.7984,-6.57,80,0,2.57,US,1704675190
452,urumqi,43.801,87.6005,-15.47,85,75,1.0,CN,1704675237
453,juba,4.8517,31.5825,22.27,31,5,0.83,SS,1704674982
454,san sebastian de la gomera,28.0916,-17.1133,19.2,88,40,2.57,ES,1704675238
455,ulsteinvik,62.3432,5.8487,2.07,69,99,0.45,NO,1704675239
456,fish town,5.1964,-7.8756,22.95,95,5,0.77,LR,1704675240
457,dryden,49.7833,-92.7503,-14.84,85,20,1.54,CA,1704675241
458,novyy turtkul',41.55,61.0167,-0.05,76,79,3.96,UZ,1704675135
459,puerto santa,-8.9906,-78.6456,22.53,82,100,3.28,PE,1704675243
460,nyrob,60.733,56.7202,-31.56,100,100,1.24,RU,1704675244
461,quelimane,-17.8786,36.8883,25.97,88,40,0.0,MZ,1704675245
462,ahvaz,31.3203,48.6693,11.97,62,0,2.06,IR,1704675245
463,dorogobuzh,54.915,33.2972,-24.38,95,100,2.19,RU,1704675247
464,ad dabbah,18.05,30.95,19.07,25,0,4.31,SD,1704675248
465,bodaybo,57.8506,114.1933,-25.29,96,63,1.4,RU,1704675249
466,mermoz boabab,14.7065,-17.4758,22.31,73,0,0.0,SN,1704675250
467,bandon,51.7469,-8.7425,2.77,89,100,1.95,IE,1704675251
468,turkmenbasy,40.0222,52.9552,9.43,53,0,8.75,TM,1704675252
469,riyadh,24.6877,46.7219,10.08,54,0,2.26,SA,1704675253
470,santa cruz,-17.8,-63.1667,27.7,78,20,4.63,BO,1704675072
471,sarakhs,36.5449,61.1577,6.05,55,0,6.31,IR,1704675254
472,tete,-16.1564,33.5867,26.05,78,75,2.24,MZ,1704675255
473,farasan,16.7022,42.1183,26.38,70,0,1.79,SA,1704675256
474,hakui,36.8833,136.7833,2.34,69,99,5.2,JP,1704675257
475,rocha,-34.4833,-54.3333,20.32,97,100,1.34,UY,1704675259
476,nizhniy ingash,56.2,96.53,-25.35,100,100,1.53,RU,1704675260
477,novyy urgal,51.0736,132.5642,-29.65,95,74,0.4,RU,1704675261
478,beyneu,45.3167,55.2,2.64,84,100,2.09,KZ,1704675261
479,rouissat,31.9243,5.3502,7.04,45,0,2.06,DZ,1704675262
480,apple valley,34.5008,-117.1859,6.46,46,1,7.76,US,1704675264
481,timbiqui,2.7717,-77.6654,24.95,93,73,0.91,CO,1704675264
482,castillos,-34.1667,-53.8333,20.57,96,100,2.66,UY,1704675266
483,micheweni,-4.9667,39.8333,26.63,86,14,3.11,TZ,1704675267
484,oroqen zizhiqi,50.5667,123.7167,-19.94,79,100,1.47,CN,1704675268
485,yorkton,51.2167,-102.4677,-16.09,92,100,3.6,CA,1704675173
486,buka,40.8108,69.1986,8.44,86,100,1.71,UZ,1704675270
487,sasovo,54.3537,41.9199,-21.6,97,5,2.24,RU,1704675270
488,khandyga,62.6667,135.6,-49.05,100,95,0.88,RU,1704675271
489,pokrovsk,48.282,37.1758,-6.3,94,100,7.88,UA,1704675272
490,pangai,-19.8,-174.35,29.06,79,75,3.09,TO,1704675273
491,los arabos,22.7281,-80.7214,23.23,87,67,2.98,CU,1704675274
492,templeton,35.5497,-120.706,12.42,52,0,7.2,US,1704675275
493,hammerfest,70.6634,23.6821,-1.75,86,75,3.09,NO,1704675275
494,pesqueira,-8.3578,-36.6964,22.98,61,0,3.26,BR,1704675186
495,sabang,5.8933,95.3214,26.9,84,87,8.99,ID,1704675277
496,loomis,38.8213,-121.193,11.42,58,0,4.12,US,1704675278
497,batticaloa,7.7102,81.6924,25.4,87,100,2.23,LK,1704675175
498,belyy yar,53.6039,91.3903,-13.06,85,100,0.0,RU,1704675280
499,muscat,23.6139,58.5922,21.01,66,0,2.56,OM,1704674993
500,saynshand,44.8824,110.1163,-19.07,93,28,1.68,MN,1704675282
501,palora,-1.7,-77.9333,21.6,85,100,1.22,EC,1704675283
502,chul'man,56.8479,124.9104,-25.82,99,100,0.29,RU,1704675283
503,xinzhou,38.4092,112.7333,-12.43,82,3,0.31,CN,1704675284
504,santa maria da vitoria,-13.3947,-44.1886,22.24,97,100,1.64,BR,1704675142
505,vytegra,61.0064,36.4481,-14.67,96,97,4.17,RU,1704675286
506,bengkulu,-3.8004,102.2655,26.36,79,86,1.04,ID,1704675286
507,sao jose da coroa grande,-8.8978,-35.1478,25.74,81,0,3.41,BR,1704675140
508,thinadhoo,0.5333,72.9333,28.35,75,93,5.48,MV,1704675288
509,sur,22.5667,59.5289,22.12,66,22,4.38,OM,1704675289
510,mersa matruh,31.3525,27.2453,13.11,44,0,5.66,EG,1704675289
511,broken hill,-31.95,141.4333,24.77,52,0,5.77,AU,1704675290
512,al kharj,24.155,47.3346,11.32,50,0,2.82,SA,1704675291
513,general conesa,-40.1,-64.4333,27.82,17,9,6.1,AR,1704675292
514,ust'-ordynskiy,52.805,104.7508,-24.49,100,100,0.7,RU,1704675292
515,bamenda,5.9527,10.1582,17.68,32,80,0.39,CM,1704675293
516,dampit,-8.2116,112.7493,23.34,91,100,0.66,ID,1704675294
517,shira,54.4911,89.9531,-18.53,97,18,1.74,RU,1704675295
518,masuguru,-11.3667,38.4167,22.27,97,100,1.28,TZ,1704675295
519,covington,39.0837,-84.5086,3.1,79,100,3.6,US,1704674838
520,chui,-33.6971,-53.4616,20.39,95,100,4.73,UY,1704675077
521,hami,42.8,93.45,-8.07,74,0,1.53,CN,1704675297
522,klaksvik,62.2266,-6.589,4.51,75,15,5.41,FO,1704675298
523,sihlea,45.5,27.1167,-1.15,89,100,10.43,RO,1704675305
524,cockburn town,21.4612,-71.1419,25.74,78,8,5.62,TC,1704675306
525,minas de marcona,-15.2119,-75.1103,18.08,76,100,5.15,PE,1704675307
526,veinticinco de mayo,-35.4323,-60.1727,20.55,81,95,0.45,AR,1704675308
527,tivoli,41.9609,12.7989,9.5,84,100,1.04,IT,1704675309
528,loreto,22.2667,-101.9667,14.91,50,9,7.99,MX,1704675310
529,uva,56.9908,52.1852,-22.51,98,98,3.16,RU,1704675311
530,tindouf,27.6711,-8.1474,13.25,41,0,2.06,DZ,1704675312
531,pemangkat,1.1667,108.9667,25.05,88,100,2.38,ID,1704675313
532,severo-yeniseyskiy,60.3725,93.0408,-30.79,100,98,1.79,RU,1704675314
533,impfondo,1.6381,18.0667,21.87,42,91,0.06,CG,1704675314
534,usinsk,65.9939,57.5281,-20.52,99,100,1.34,RU,1704675317
535,dubbo,-32.25,148.6167,25.07,69,100,8.75,AU,1704675317
536,songjianghe,42.1859,127.479,-15.08,66,92,2.88,CN,1704675318
537,ozersk,55.7556,60.7028,-21.21,85,79,6.61,RU,1704675319
538,al jawf,29.5,38.75,13.9,65,4,3.47,SA,1704675320
539,vodnyy,63.5046,53.4095,-19.31,99,97,2.25,RU,1704675321
540,sinabang,2.4803,96.3801,27.74,75,85,0.91,ID,1704675322
541,aljezur,37.3191,-8.8033,9.2,60,11,1.26,PT,1704675323
542,smidovich,48.6,133.8167,-22.45,87,100,4.18,RU,1704675324
543,along,28.1667,94.7667,7.69,65,0,0.68,IN,1704675325
544,siwa oasis,29.2041,25.5195,10.98,29,5,3.52,EG,1704675326
545,los alamos,35.8881,-106.307,-3.26,92,100,2.57,US,1704675327
546,qianzhou,28.3167,109.7167,7.31,88,100,0.41,CN,1704675328
547,brokopondo,4.75,-55.1667,25.78,69,100,3.99,SR,1704675328
548,ulimang,7.6242,134.6421,30.23,80,100,6.27,PW,1704675329
549,lagos,6.5833,3.75,27.18,92,0,0.34,NG,1704675047
550,darwin,-12.4611,130.8418,31.64,80,100,1.34,AU,1704675041
551,shima,24.4478,117.8111,14.01,67,4,0.67,CN,1704675332
552,zyrya,40.3661,50.2917,11.05,69,100,11.18,AZ,1704675333
553,duba,27.3513,35.6901,23.5,45,0,2.29,SA,1704675334
554,sarangani,5.4033,125.4636,27.97,75,100,9.12,PH,1704675335
555,gobabis,-22.45,18.9667,23.36,50,61,3.14,NA,1704675336
556,nguigmi,14.2495,13.1092,18.83,19,0,4.9,NE,1704675337
557,tanout,14.9709,8.8879,17.5,17,0,4.75,NE,1704675338
558,saint john,45.2727,-66.0677,-4.43,74,100,6.17,CA,1704675339
559,cadale,2.7603,46.3222,24.97,72,79,9.99,SO,1704675340
560,belo oriente,-19.22,-42.4836,23.86,94,100,1.24,BR,1704675341
561,ifanadiana,-21.3,47.6333,21.89,99,100,0.59,MG,1704675343
562,griffith,41.5284,-87.4237,1.14,86,100,2.57,US,1704675344
563,yugorsk,61.3133,63.3319,-17.28,97,100,3.96,RU,1704675345
564,wismar,53.9,11.4667,-0.42,78,100,6.22,DE,1704675345
565,manismata,-2.4667,111.0333,25.31,94,100,1.04,ID,1704675346
566,hiratacho,35.4333,132.8167,4.01,81,75,3.6,JP,1704675347
567,pechory,57.8164,27.6119,-27.3,95,5,1.77,RU,1704675348
568,peterhead,57.5058,-1.7981,-0.78,72,14,1.26,GB,1704675348
569,presidente epitacio,-21.7633,-52.1156,29.14,43,56,2.89,BR,1704675079
570,monte alegre,-2.0078,-54.0692,23.81,92,91,0.92,BR,1704675350
571,nsanje,-16.92,35.262,23.33,90,100,1.24,MW,1704675351
572,choibalsan,48.0667,114.5,-17.06,83,27,3.4,MN,1704675351
573,serhetabat,35.2799,62.3438,2.5,65,0,1.67,TM,1704675352
574,emerald,-23.5333,148.1667,29.63,55,94,4.78,AU,1704675353
